height,grange,dop
70.00996416639829,847.4377543616021,0.0020505236463137476
65.6636526564162,853.8215487484911,0.0006863653952547102
64.630943662175,855.340818290235,0.0
63.721193396313495,856.6798204665961,0.0
62.9232906570351,857.85483940675,0.0
57.3496736681764,866.079901584217,0.0
51.7867895361778,874.319225244772,0.0
46.23466617289429,882.572819880318,0.0
40.6933315327733,890.840694824059,0.0
35.162813612571,899.122859249124,0.0
29.643140451061303,907.419322167191,0.0
24.134340128745,915.7300924271041,0.0
18.636440767551,924.055178713486,0.0
13.149470530534899,932.3945895453461,0.0
7.673457621576741,940.7483332746901,0.0
2.20843028507079,949.1164180851171,0.0
0.0,952.510619615568,0.0
