height,grange
0,0
5.74102575287634,8.18414780907937
11.4925553454186,16.3535589267435
17.2545604068991,24.5082463278542
23.0270126172754,32.6482231335238
28.8098837074258,40.7735026096789
34.6031454593804,48.8840981656288
40.4067697065484,56.9800233526411
46.2207283339421,65.061291862522
52.0449932783949,73.1279175262038
57.8795365287806,81.1799143123373
63.7243301262224,89.217296325891
64.0285392360429,89.6348407020667
64.4672660916003,90.2369988334411
64.8878947054318,90.814993343435
65.0104203207693,90.9835607717903
65.3369552254517,91.4330423831346
65.7508474921406,92.0028547373998
66.0598193010792,92.4281596277639
66.6426075098743,93.2305099816851
68.9298720472125,96.3823261103897
71.2631968547212,99.6039731572141
73.4793688797563,102.671141206139
76.2184632521867,106.472063258888
79.9000731121023,111.59602536525
81.3205417421477,113.576837744202
82.0128420210594,114.542958503463
82.4473307858152,115.149666552278
82.7615452073342,115.588678078941
83.029847400644,115.963797381159
83.4509884981562,116.554347791613
83.8358856065797,117.096943577967
83.9661385486834,117.280452939088
83.9945018933695,117.320345230071
84.0115309911434,117.344280425296
84.0285694026907,117.368215485583
84.1538804221536,117.543735152847
84.3549313647072,117.822956149183
84.5815123379189,118.134066814178
84.7865239939547,118.413249706201
84.9923045865517,118.692414720671
85.2218724555696,119.003463120775
85.4161659889687,119.266640650658
85.6928562438134,119.641441894655
86.0635861766677,120.143784139243
86.4460010061421,120.662013214849
87.5574659245622,122.168514521478
88.6736244139756,123.682462189266
90.1859342970201,125.737399521284
91.63390981883,127.711772363046
92.8189888603129,129.335179057661
93.9107866535833,130.838674067204
94.84686473294,132.134919509192
95.771613444057,133.422827884033
96.5886786890624,134.56731392126
97.4740975989225,135.814778807755
98.2365540418441,136.895097919582
99.0338659198587,138.03073474147
100.852657911355,140.642387789695
102.713589803365,143.339755699253
103.769239124873,144.878120881533
104.626688459744,146.130632614401
105.336484634213,147.168847202914
106.067213225158,148.238516765479
107.646408951158,150.551317533002
108.733210733853,152.142672074918
109.863523741187,153.796780916952
110.967307909762,155.4107451301
111.979961166181,156.889714724241
113.471397020495,159.063804022867
114.55803014778,160.644313686588
115.5428939274,162.074203766074
116.441848981457,163.377304190692
117.418196896554,164.79054900165
118.663211704419,166.590024051032
119.942164668902,168.436112816642
121.664723410916,170.920047043982
124.436078196742,174.915145180556
127.217901514025,178.930345871328
128.214019941443,180.370250431973
129.057339905234,181.589487266685
131.782039576647,185.528145291578
137.214484888714,193.379594971537
142.637726207939,201.217576496062
148.050259100661,209.04214954366
153.450328140594,216.853391078141
158.835847748434,224.651386235204
164.204284634772,232.436205281676
169.55247596988,240.207940994733
174.87631264024,247.966694549678
180.170145981549,255.712581021065
185.425513987487,263.445724442351
189.431847210956,269.383920771498
190.957960166419,271.659933622309
192.363331019357,273.765244496751
193.126923601707,274.913908369321
194.249038734703,276.609417600329
196.467907910419,279.990942923138
198.75298436347,283.516321154535
202.50784561427,289.414557115469
207.259128839776,297.09427358154
211.83502086141,304.762756715628
216.223304571912,312.420493674109
220.413005247712,320.068005590089
224.394581995255,327.705851461388
228.160069306495,335.334621024967
231.703139417426,342.954927852312
235.019083400676,350.567402217167
238.104751494342,358.172689609014
240.958426319616,365.771444766634
243.579665294513,373.364320186926
245.969102519125,380.951966587573
248.128241505539,388.535030555115
250.059248500567,396.114146628944
251.764748336933,403.689933838181
253.247628906728,411.262998943318
254.510869467003,418.833929948812
255.557380145339,426.403298035915
256.38987409232,433.971656007584
257.010754928552,441.539534161702
257.422037478393,449.107451990988
257.625259067473,456.67590965754
257.621459886209,464.245389056176
257.41115216214,471.816360723836
256.994315939879,479.389279773144
256.370421370621,486.964592437387
255.538442362066,494.542735023425
254.496929875982,502.124130424369
253.244079897313,509.709202321867
251.777832453336,517.298361174006
250.095978290404,524.892012304123
248.196298062861,532.49056669347
246.076714965698,540.094428487975
243.735464393982,547.704003414363
241.171269255889,555.319697978981
238.383532777862,562.941920235398
235.372518285962,570.571072573511
232.139531355839,578.2075685777
228.687077923173,585.851825223192
225.018991721442,593.504255952151
221.140531764277,601.16527616139
217.058405244663,608.835294757035
212.780762877301,616.514721627905
208.317112735599,624.203962113724
203.678184349708,631.903415457976
198.875744417272,639.613472159794
193.922358688437,647.334506056217
192.418970703218,649.637545966713
191.728887791661,650.688932362044
191.102834371593,651.640001742642
189.70263469604,653.759275752191
188.537768946435,655.51568876606
187.338252151879,657.319158814868
186.249015387404,658.952899400496
184.654526535865,661.338647281199
182.98245856002,663.834049668849
181.118022027331,666.60990285426
178.782964371924,670.078012219786
175.863558364947,674.402957841343
171.801882492379,680.403559014894
166.518255997694,688.187202584461
161.21359358183,695.983159531294
155.891379364261,703.791498775556
150.554338358517,711.612281153179
145.204675533262,719.445565505083
139.844221630955,727.291404924037
134.474527006952,735.14984831546
129.096926341675,743.020943471903
128.020584144771,744.596686041462
127.094552785225,745.952231203499
126.345626088153,747.047974915064
125.703907566752,747.986252715362
125.099532687209,748.86950207018
121.067754984627,754.756658752965
116.853705179848,760.91973884866
114.516197526847,764.35230306147
113.044232049147,766.520642691084
111.596555449236,768.6582661875
110.413237539608,770.408639615352
109.187954592907,772.223031798182
107.952446063404,774.053947117041
106.455061545947,776.274153143352
105.170913346498,778.177981999582
104.233440530234,779.566654102669
103.428619394866,780.757255123639
102.525226159669,782.091069889277
101.737882150815,783.250512573702
100.97501018034,784.370507890569
99.3251396448804,786.778174934379
97.5797664068796,789.298366202972
95.8221717024835,791.803974870954
94.6480768480988,793.459197509904
93.5549516798164,794.987617757105
92.4995564144174,796.452828384027
91.570494416319,797.735272602286
90.6718194231844,798.970266814263
89.7755213885466,800.197630279634
88.414472542916,802.055258940726
87.0024380129698,803.977488756942
86.3629102381656,804.847154236783
85.9226603026827,805.445648803964
85.5114909795166,806.004318535906
85.1471192711188,806.499199686453
84.9943749463218,806.706747107488
84.7890868865979,806.986153450712
84.584931837082,807.265577454606
84.3945285767395,807.529050279025
84.2182349155428,807.776568753123
84.0333341714922,808.040070302837
83.9888445136748,808.103951603043
83.9333522445022,808.183804325318
83.7783989779591,808.407398811188
83.5792716027518,808.694892258777
83.3237014568704,809.062269393175
83.0103677771194,809.509548562397
82.9991479246146,809.525523585712
82.886906848883,809.685276738172
82.2854266978429,810.540046623125
81.9476246003478,811.019423706358
80.9835100893315,812.385913818503
79.6390071005462,814.28846940403
78.1269474622759,816.423757781919
76.7244175689611,818.399965022398
74.9814914393546,820.849382169328
73.088963020663,823.500372758942
70.1865092557819,827.547883488906
66.6231303926161,832.489926625823
65.8626395889851,833.541606922615
65.3457755620284,834.256243495886
64.9855353956646,834.754147546193
64.5719887607675,835.324395231708
64.1981890682882,835.838484096833
63.8767447784903,836.280326712187
63.4910438814331,836.81059581451
59.6364881544869,842.116783952887
53.8047645411752,850.168585087981
47.9833215360595,858.235003651661
42.1721871352574,866.316053553135
