height,grange
0,0
5.1561423403864,8.56474401778676
10.3237892313591,17.1156318721634
15.5029127461539,25.6526664287964
20.6934849866002,34.175850743069
25.8954780835047,42.6851880587644
31.1088641970337,51.1806818067503
36.3336155170873,59.6623356036644
41.5697042636748,68.1301532506027
46.8171026872797,76.5841387318082
52.0757830692291,85.0242962133623
57.3457177220507,93.4506300418777
62.6268789898331,101.863144743193
65.096983317675,105.787064546602
66.5631772393981,108.113104563506
68.0513790936939,110.471651112142
72.7066530289085,117.834033315594
78.0184825256465,126.206470026556
83.3406883680482,134.565108523116
85.2056426242862,137.48737556272
86.7295122234746,139.874028332027
88.1506948070382,142.101107878886
89.53694735721,144.277188340861
91.2873429275787,147.035534139077
92.4488742167314,148.876364966293
93.3841299785136,150.366859476878
94.370470412523,151.948464601339
95.303249474674,153.454688446784
96.1218357499429,154.785781113046
97.419462315067,156.914801521824
98.5277301611004,158.752028108913
99.5562499037287,160.472273669812
100.517443285565,162.09227238744
101.681789057482,164.068821270638
102.968977311047,166.268730074061
104.085073045657,168.185644800412
105.221437126358,170.143343179113
107.62265532519,174.288674891837
108.750520344442,176.235896702179
109.859563319716,178.149292303178
110.954888791124,180.037176340055
111.935972345406,181.725777227778
113.60824720335,184.596837574693
115.048438978862,187.061254703551
116.346853523594,189.276609563905
118.109732588038,192.275798292055
119.69597340409,194.96784614907
121.585777529081,198.170105041404
124.166487877385,202.54121352214
126.557181546353,206.595711223866
127.342739559215,207.93004754884
128.025793833323,209.091144052043
129.037741734219,210.811738528206
131.501182397426,214.9997717935
136.335652452217,223.218218765186
141.162135974728,231.424084445556
145.979342299606,239.617428297224
150.785796446708,247.798316003429
155.579791752081,255.966816298476
160.359321630468,264.123002819856
165.121981607182,272.266939786116
169.864816923986,280.398721727222
174.584077833634,288.518435489512
179.274790795286,296.626178135813
183.929886976724,304.722072437555
188.538103211717,312.806254975279
190.004354461299,315.398813497965
191.602804834392,318.240374531522
192.505716916246,319.85426290574
193.327759083616,321.330569665237
194.109690670768,322.741980614963
196.521894802613,327.143353700049
199.969521499055,333.57015530759
204.150762122373,341.614056815432
208.166443415515,349.647528255863
212.005645462229,357.671030188673
215.658351685232,365.685057125147
219.115578569246,373.690134605268
222.369480612237,381.686811299181
225.413385977772,389.675661225247
228.241802469706,397.657273998366
230.850374067069,405.632253336091
233.235806753714,413.601215504098
235.395760295144,421.564782058627
237.328727667248,429.523573716484
239.033895717971,437.478208653037
240.511001163556,445.429301919533
241.760199974081,453.377465422773
242.781933792975,461.323298353195
243.576813185935,469.267390965595
244.145516112881,477.210320759378
244.488711463434,485.152653861909
244.606982109045,493.094949958618
244.500806185546,501.03774977982
244.170530114679,508.981587969296
243.616380128274,516.926984603446
242.838465870375,524.87444696671
241.836836165497,532.824481176151
240.611544665061,540.777579950656
239.162737216257,548.734230619008
237.490741300981,556.694913981518
235.596185747049,564.660104381907
233.480114393508,572.630264793092
231.144117463159,580.605864993199
228.590451178316,588.587367512373
225.822162183418,596.575227966947
222.843187747751,604.569895963286
219.658440244681,612.571815722389
216.273860988178,620.581428001281
212.696439136493,628.599169148373
208.934196047251,636.625468332399
204.996131550336,644.660744448301
200.892119163021,652.705398870325
196.63277667315,660.759824676794
192.229305376378,668.824408765504
191.462831873486,670.20452461526
190.652353299074,671.657612991913
189.734519458151,673.296790420453
188.822315061084,674.920254919815
185.619346462441,680.585628108221
182.519205700378,686.029806313196
179.464733648133,691.365614381182
175.076980289794,698.993171170782
170.386453936382,707.10993400747
165.672560372964,715.238077965274
160.939185032181,723.37767666721
156.18934399465,731.52879180368
151.425467541563,739.691480988124
146.649566137658,747.865797286435
141.863337587651,756.051789397646
137.068239069328,764.249502313533
132.265539140473,772.458977850131
128.846815648292,778.303091573506
127.807652763918,780.07970905619
126.69557542949,781.980313272243
125.914707119226,783.313584359605
123.794819797051,786.928149000697
121.894126685205,790.1659112258
120.002571327504,793.389022896355
117.393438760717,797.843375528277
114.523733959644,802.763692334426
112.806712494018,805.721217405942
111.601057316525,807.803965632371
110.545330753433,809.631121729863
109.633683745773,811.21071297678
108.679527404425,812.865198055338
107.573113844377,814.784995523858
106.490646038706,816.664036169039
105.541312226381,818.311804444542
104.700917391551,819.769519330578
103.916689864487,821.128175105244
102.419867517202,823.713820125876
101.097370826235,825.985504354525
99.6370577218113,828.473784423541
98.1203619457619,831.029551649398
96.2599984486042,834.117938280599
95.3170431152148,835.662779837072
94.4117029646459,837.133279133979
93.6902353407258,838.29667032326
92.8966307566734,839.568381325411
91.6314546815811,841.580472716538
90.4194479063117,843.493514002176
89.37550754535,845.132640047495
88.4500749162253,846.580833512432
87.5383506166918,848.004460323372
86.46474138126,849.678358320617
85.4487323250223,851.261160288191
84.587422780789,852.6027657193
83.5602768890303,854.203161017756
82.4852312928215,855.879120866567
81.3357117884671,857.672432178506
80.1759686558989,859.4830730999
78.0928337515861,862.738856121471
73.95246337148,869.223283130459
68.625744348451,877.591785078898
65.2910112322734,882.845892571435
59.9811014554334,891.237141840726
54.6823459466532,899.642260802092
49.3947927478757,908.06123860527
44.1184695590455,916.494080079577
38.8534041123858,924.940789875938
33.5996241720441,933.401372465569
28.3571575337346,941.875832138664
23.1260320243755,950.364173003078
17.9062755017258,958.866398983005
12.6979158540144,967.382513817661
7.50098099956631,975.91252105996
2.31549888642985,984.456424075187
0,988.28626087043
