height,grange,dop
0.0,0.0,0.0
5.5973183007445195,8.28310084374317,0.0
11.205396218496402,16.5516588338381,0.0
16.8242054146058,24.8056844548276,0.0
22.453717595911304,33.0451883495716,0.0
28.0939045150153,41.2701813178236,0.0
33.7447379705509,49.4806743148131,0.0
39.4061898074524,57.676678449832494,0.0
45.078231917215795,65.8582049848289,0.0
50.760836238157,74.0252653330007,0.0
56.4539747556682,82.1778710573995,0.0
62.15761950247,90.31603386953721,0.0
62.9626769347115,91.4623537099366,0.0
64.0649720006159,93.0309634245376,0.0
64.39030300882129,93.49414220637921,0.0
64.6233437713063,93.82727683934891,0.0
64.8491712834593,94.1522626429465,0.0
64.9502513491661,94.2984985989996,0.0
65.0062827623597,94.37973873344771,0.0002452056666230742
65.1963144414858,94.65594419439091,0.0008744507733064909
65.4471872074309,95.02148393817379,0.001233542418252545
65.759151443388,95.4763359402691,0.0016657271412227697
65.9596792767297,95.7687162695773,0.0011289698478914097
66.0097901941863,95.8418083576082,0.0002858156799130701
66.254544147323,96.1991302173279,0.001480394658018803
67.5986113891959,98.1720045393874,0.011068357660905585
68.8464222299835,100.022296098776,0.013225794331348479
70.1655897509854,102.001569386717,0.017619926033123286
71.29167254920871,103.71242937255501,0.017854572838748105
72.4872171256411,105.55226681670901,0.022228442669214792
73.7278278988733,107.48851499951901,0.026622778787978488
74.8128612335822,109.205291263514,0.02595675452583001
76.269408557444,111.544498983689,0.0394507912159281
77.5636057071033,113.65596036000099,0.038480805236758446
78.83894048016191,115.766363068809,0.041078632302483445
79.8713389431987,117.49593857535,0.03522123538965065
80.3593639399833,118.32006420148001,0.017075727600475387
80.8068549901909,119.079408297773,0.016016975381657084
81.0439939402031,119.48325836638901,0.008590629485739194
81.8317015003568,120.831833419958,0.0297002684050271
82.00989913010291,121.138633558209,0.006782169206397248
82.7035009433703,122.34139231864201,0.02797238326964117
82.9155557074009,122.712642801952,0.008704832677703316
82.96606431689,122.801415108675,0.0020821426002032833
82.9889941025231,122.841765520519,0.000947059086840559
82.99816082315829,122.857905573791,0.0003788992136422243
83.00274305116551,122.865975576492,0.00018951813437971508
83.007324481805,122.87404556333799,0.00018962922817929132
83.0530808215153,122.954744555408,0.0019083243133487793
83.19376085279241,123.20490128569901,0.006005795802439484
83.3929721092791,123.568004587439,0.008790450860065495
83.6147989474457,123.987549785182,0.010155648732197277
83.80668602992141,124.358649094198,0.009069452405244762
83.95426820745979,124.640984040483,0.007148503159529938
83.9800498812629,124.68938230642999,0.001254156866492142
84.0016894209703,124.729713746784,0.0010460187264163677
84.0900223185063,124.8910353931,0.002577754542640875
84.2009319580211,125.084612843527,0.0017143205759788747
84.33341614124309,125.302376534555,0.0009533806512438608
84.4848876663746,125.53625827403499,0.0004473856264652694
84.62184484296179,125.73787026340099,0.0001741894669199391
84.7514468880299,125.923345139042,6.810170747599603e-05
84.8772511095794,126.100748680907,2.171592294568939e-05
85.0153553719238,126.294271855878,0.0
85.159460493911,126.49584955009199,0.0
85.20558376065951,126.560352513659,0.0
85.3324264521152,126.737730911548,0.0
85.56882637763559,127.068281303752,0.0
85.770594407003,127.350439435437,0.0
86.0010499803047,127.67288425812401,0.0
86.242964181185,128.011426592313,0.0
87.50960095821671,129.784328596914,0.0
88.81488824011558,131.612909060215,0.0
90.620915929585,134.149135051693,0.0
91.8935285334746,135.94375313479298,0.0
93.2666116436085,137.890461792802,0.0
94.53391577080309,139.69965773624702,0.0
95.46783169711131,141.042011128277,0.0
96.284801773375,142.223271813334,0.0
97.04176074440149,143.32389502015698,0.0
98.77149108382758,145.86153983745,0.0
100.23261643294902,148.02866316267,0.0
101.59507803200701,150.06643360857,0.0
102.921703707068,152.063224613098,0.0
104.30532609707599,154.155335090099,0.0
105.383506208087,155.789905209196,0.0
106.354521724046,157.263740708564,0.0
107.256286452216,158.633037880411,0.0
108.20001904653401,160.065976221347,0.0
109.50772309088,162.050566763223,0.0
110.84244245714599,164.074319663393,0.0
111.967210181624,165.777446334058,0.0
113.225846311289,167.679749805158,0.0
114.72019049215,169.932753170388,0.0
115.98930263528798,171.84137488469298,0.0
117.08496173888001,173.485845200601,0.0
119.01887863748199,176.38222945306703,0.0
120.71519668497,178.91809224128897,0.0
123.14289860112801,182.54407202055,0.0
126.068002832064,186.91543876096,0.0
127.205849428487,188.61829856491798,0.0
128.209544191089,190.121713322311,0.0
129.095979112235,191.449730635261,0.0
131.854943244454,195.58248143944598,0.0
137.154663771725,203.51993839232202,0.0
142.445430630535,211.44409784320203,0.0
147.725784190057,219.355037093733,0.0
152.994026820469,227.25282456471902,0.0
158.248153750177,235.13752525010898,0.0
163.485748023029,243.009225244457,0.0
168.703817191628,250.86801225633,0.0
173.89852031107102,258.71398700759397,0.0
175.15675859562,260.618635816052,0.0
176.046301956142,261.966329428617,0.0
176.754177842021,263.03951485071605,0.0
177.074333979534,263.525113083457,0.0
177.575512776239,264.284748800655,0.0
177.88049836522399,264.746737021227,0.0
178.01467368958902,264.95031105528705,1.0567894159155163e-05
178.404331945346,265.545325137562,0.0008800015695717405
178.91302878741,266.335956131407,0.002734294680942542
179.01764506177602,266.500328933989,0.0006216115650060713
179.37517504828202,267.06385188912003,0.0021325162758953683
179.86165403606003,267.830767517034,0.0029167711998599626
179.995807427081,268.042039987127,0.0008054945973982003
180.19947897247798,268.362843865652,0.0012256443106020574
180.373281942906,268.636684614209,0.001047905543129906
182.108005451481,271.374271286674,0.010665305625470895
184.628991511576,275.368480014027,0.01598173009054603
187.899989899232,280.585134810018,0.021695055201174103
190.97204078171902,285.531343341364,0.02146644514026056
192.32517894919602,287.72986531039,0.009733926531179935
193.249845449513,289.24178098210604,0.006806090092651801
194.16848564484903,290.753250540321,0.006931156572524409
196.33972556296902,294.366533071549,0.01735778495587452
198.564298891456,298.132926958894,0.01885041685975602
202.699520940429,305.331572515833,0.03893488665890369
206.975276192347,313.095092470956,0.04471513727383653
211.039972267536,320.848330932217,0.04679038442387944
214.880578985109,328.591857361784,0.04823986970054331
218.485435984579,336.326284563153,0.04898742203286984
221.84438847154598,344.052258558006,0.04898552941827361
224.948850345864,351.770444019572,0.048210672007209174
227.791780860507,359.481534932665,0.046666604009888445
230.367621750755,367.186239897657,0.044383875529760954
232.672169542188,374.88527631841004,0.04141157873207621
234.70241803748797,382.579365985972,0.03781362124793771
236.45636981564,390.269233464298,0.033664651562111673
237.932843916465,397.955595258088,0.029046917731634373
237.995399528381,398.316779947718,0.0012319448352170936
238.01127233266,398.408996332542,0.00031267402352456135
238.031049354083,398.524266256985,0.000389708064650957
238.16024570998798,399.29271684886703,0.002551205757894906
238.33349692957,400.39155632730797,0.0034308355240637804
238.501386576136,401.56718461156,0.003333776828121653
238.658935832972,402.78118100951303,0.003136485686448362
238.81696776736,404.05659459329104,0.0031541952981281856
238.99887466437698,405.439514148267,0.0036414859381438333
239.059940582985,405.854376776605,0.001143842443204766
239.116009443265,406.20777285728303,0.0009833109883718542
239.226591338182,406.830043641932,0.0016822781216211747
239.367960304239,407.506067972807,0.0017384970682789078
239.53083548085098,408.166700413399,0.0014683772988406012
239.71409760697102,408.811938006375,0.0009928666195445082
239.917968573508,409.457140171767,0.00031206539096427293
239.999527776611,409.70292140240196,7.142791130382148e-07
240.176401091153,410.22518714962405,0.0
240.354842874889,410.74742639744204,0.0
240.647855053605,411.61520673739096,0.0
240.979914976088,412.62880709168604,0.0
241.00472693265,412.70559113918296,0.0
241.209773053472,413.342878012639,0.0
243.173103847415,419.713790787477,0.0
245.328686565837,427.385239280581,0.0
247.256216164042,435.05252939060796,0.0
248.957574032352,442.716280589845,0.0
250.43496845210097,450.377105670319,0.0
251.690769457529,458.03559818544403,0.0
252.72734863558497,465.69233571931704,0.0
253.546955519247,473.347880737608,0.0
254.15160710117996,481.00277619613,0.0
254.543004217361,488.657553285454,0.0
254.722451048816,496.312724994657,0.0
254.690832091818,503.96878697751,0.0
254.448574964389,511.62622812781,0.0
253.99565619334498,519.285513792006,0.0
253.33162944384202,526.947103669925,0.0
252.455637256771,534.611452224907,0.0
251.366487827229,542.278999857509,0.0
250.062730649668,549.950182503614,0.0
248.54275249806,557.6254304475799,0.0
246.804900148981,565.305167752703,0.0
244.847610021483,572.989811658197,0.0
242.669564328251,580.679788027519,0.0
242.034116520844,582.787828151801,0.0
241.528630404072,584.426864075155,0.0
241.178759301562,585.542794134799,0.0
241.054591642523,585.935323696909,0.0
241.003295944553,586.096958080973,0.0
240.98862194140202,586.143139826135,0.0
240.978834290099,586.173927778073,0.0
240.88064796641498,586.481812633392,0.0
240.608518258293,587.320848544555,0.0
240.26167328142003,588.3601243069339,0.0
240.114338262471,588.7989643131849,0.0
240.00691432075698,589.122333235189,0.0
239.99930661099498,589.145431437705,9.743137095069408e-08
