YEAR      MONTH     DAY       HOUR      MIN       SEC       GDLATR        GDLONR        INTTMS     GDALT      DGDALT     VIPN2         DVIPN2        VIPE1         DVIPE1        
  2005         9         8        14        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.12200e+01   5.80000e-01  -6.47000e+01   1.13000e+01  
  2005         9         8        14        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.20300e+01   7.60000e-01  -7.02000e+01   3.10000e+00  
  2005         9         8        14        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.27700e+01   6.50000e-01  -7.65000e+01   5.90000e+00  
  2005         9         8        14        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.26100e+01   5.10000e-01  -7.16000e+01   4.40000e+00  
  2005         9         8        14        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.29700e+01   6.80000e-01  -8.01000e+01   5.80000e+00  
  2005         9         8        14        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.40700e+01   8.10000e-01  -7.20000e+01   4.40000e+00  
  2005         9         8        14        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.39600e+01   9.00000e-01  -5.57000e+01   5.40000e+00  
  2005         9         8        15         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        15         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.35000e+01   7.70000e-01  -6.70000e+01   6.20000e+00  
  2005         9         8        15        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.35200e+01   5.40000e-01  -8.29000e+01   3.40000e+00  
  2005         9         8        15        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.39600e+01   6.50000e-01  -8.41000e+01   3.70000e+00  
  2005         9         8        15        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.43800e+01   7.60000e-01  -6.13000e+01   6.50000e+00  
  2005         9         8        15        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.52700e+01   8.30000e-01  -6.55000e+01   1.05000e+01  
  2005         9         8        15        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.55600e+01   7.30000e-01  -5.06000e+01   4.70000e+00  
  2005         9         8        15        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.53600e+01   6.60000e-01  -7.00000e+01   4.90000e+00  
  2005         9         8        15        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.55100e+01   6.70000e-01  -5.27000e+01   1.02000e+01  
  2005         9         8        15        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.71000e+01   9.10000e-01  -7.09000e+01   7.50000e+00  
  2005         9         8        15        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.53800e+01   6.40000e-01  -4.76000e+01   1.03000e+01  
  2005         9         8        15        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.57300e+01   5.30000e-01  -6.22000e+01   8.30000e+00  
  2005         9         8        16         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.59000e+01   5.30000e-01  -4.75000e+01   1.34000e+01  
  2005         9         8        16         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.49600e+01   7.80000e-01  -4.69000e+01   1.18000e+01  
  2005         9         8        16        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        16        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        16        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.48700e+01   6.60000e-01  -4.03000e+01   5.90000e+00  
  2005         9         8        16        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.62900e+01   5.40000e-01  -5.12000e+01   6.90000e+00  
  2005         9         8        16        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.69100e+01   6.30000e-01  -5.10000e+01   4.70000e+00  
  2005         9         8        16        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.73900e+01   6.80000e-01  -4.44000e+01   3.20000e+00  
  2005         9         8        16        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.68400e+01   6.20000e-01  -3.70000e+01   7.80000e+00  
  2005         9         8        16        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.71000e+01   6.30000e-01  -3.70000e+01   6.00000e+00  
  2005         9         8        16        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        16        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        17         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        17         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.51400e+01   6.90000e-01  -2.72000e+01   5.20000e+00  
  2005         9         8        17        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.41800e+01   7.10000e-01  -3.96000e+01   9.70000e+00  
  2005         9         8        17        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.35900e+01   7.30000e-01   1.30000e+00   5.80000e+00  
  2005         9         8        17        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.32300e+01   6.00000e-01  -2.80000e+01   6.30000e+00  
  2005         9         8        17        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.28300e+01   6.60000e-01  -2.67000e+01   4.80000e+00  
  2005         9         8        17        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.22900e+01   6.60000e-01  -2.28000e+01   5.60000e+00  
  2005         9         8        17        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.21700e+01   7.30000e-01  -1.71000e+01   8.00000e+00  
  2005         9         8        17        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.19600e+01   7.00000e-01  -1.74000e+01   5.50000e+00  
  2005         9         8        17        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.12300e+01   6.90000e-01  -1.26000e+01   7.20000e+00  
  2005         9         8        17        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.09600e+01   6.40000e-01  -1.23000e+01   6.30000e+00  
  2005         9         8        17        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.06200e+01   6.90000e-01  -5.90000e+00   6.20000e+00  
  2005         9         8        18         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.13400e+01   5.50000e-01  -1.52000e+01   6.80000e+00  
  2005         9         8        18         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.13600e+01   4.90000e-01   3.80000e+00   5.90000e+00  
  2005         9         8        18        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.10300e+01   6.10000e-01  -1.52000e+01   5.00000e+00  
  2005         9         8        18        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.09400e+01   5.70000e-01   8.70000e+00   7.70000e+00  
  2005         9         8        18        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.05700e+01   5.80000e-01  -5.00000e+00   3.80000e+00  
  2005         9         8        18        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.03200e+01   5.40000e-01  -7.10000e+00   4.30000e+00  
  2005         9         8        18        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   9.61000e+00   5.40000e-01   3.70000e+00   4.40000e+00  
  2005         9         8        18        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   8.82000e+00   5.60000e-01  -4.60000e+00   4.90000e+00  
  2005         9         8        18        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   8.42000e+00   6.50000e-01  -9.30000e+00   6.70000e+00  
  2005         9         8        18        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   7.38000e+00   4.90000e-01  -6.90000e+00   4.80000e+00  
  2005         9         8        18        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   5.95000e+00   7.50000e-01  -5.80000e+00   5.40000e+00  
  2005         9         8        18        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   5.20000e+00   4.10000e-01  -7.00000e+00   5.80000e+00  
  2005         9         8        19         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   4.89000e+00   5.50000e-01  -1.55000e+01   4.10000e+00  
  2005         9         8        19         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   4.85000e+00   4.90000e-01  -4.20000e+00   1.01000e+01  
  2005         9         8        19        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   4.66000e+00   5.50000e-01  -5.80000e+00   9.20000e+00  
  2005         9         8        19        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   5.38000e+00   5.90000e-01  -4.30000e+00   5.50000e+00  
  2005         9         8        19        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   5.21000e+00   6.90000e-01  -9.80000e+00   5.20000e+00  
  2005         9         8        19        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   5.07000e+00   6.10000e-01  -8.70000e+00   3.40000e+00  
  2005         9         8        19        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   3.66000e+00   5.60000e-01  -6.50000e+00   3.90000e+00  
  2005         9         8        19        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.93000e+00   5.90000e-01  -5.50000e+00   4.10000e+00  
  2005         9         8        19        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.95000e+00   5.80000e-01   2.10000e+00   3.30000e+00  
  2005         9         8        19        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.47000e+00   6.40000e-01  -3.30000e+00   5.30000e+00  
  2005         9         8        19        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.31000e+00   8.00000e-01  -2.73000e+01   5.00000e+00  
  2005         9         8        19        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.30000e+00   7.10000e-01  -6.00000e-01   9.20000e+00  
  2005         9         8        20         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   8.20000e-01   5.80000e-01  -1.95000e+01   3.10000e+00  
  2005         9         8        20         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.20000e-01   7.90000e-01   3.50000e+00   3.20000e+00  
  2005         9         8        20        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00  -8.40000e-01   9.80000e-01   1.90000e+00   7.30000e+00  
  2005         9         8        20        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        20        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        21        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         8        22        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
