YEAR      MONTH     DAY       HOUR      MIN       SEC       GDLATR        GDLONR        INTTMS     GDALT      DGDALT     VIPN2         DVIPN2        VIPE1         DVIPE1        
  2005         9         7        14        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.50600e+01   8.30000e-01  -4.04000e+01   8.00000e+00  
  2005         9         7        14        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.56100e+01   7.40000e-01  -4.12000e+01   5.20000e+00  
  2005         9         7        14        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.58000e+01   5.90000e-01  -4.70000e+01   3.60000e+00  
  2005         9         7        14        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        14        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.78900e+01   7.00000e-01  -5.41000e+01   7.20000e+00  
  2005         9         7        14        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.85200e+01   6.80000e-01  -5.83000e+01   4.00000e+00  
  2005         9         7        14        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.90800e+01   6.20000e-01  -5.23000e+01   4.70000e+00  
  2005         9         7        14        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.02600e+01   8.30000e-01  -5.06000e+01   3.40000e+00  
  2005         9         7        14        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.09400e+01   6.20000e-01  -5.54000e+01   5.60000e+00  
  2005         9         7        15         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.11500e+01   7.40000e-01  -5.21000e+01   7.00000e+00  
  2005         9         7        15         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.23900e+01   6.20000e-01  -6.48000e+01   5.40000e+00  
  2005         9         7        15        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.28900e+01   5.10000e-01  -6.33000e+01   1.02000e+01  
  2005         9         7        15        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.31100e+01   6.60000e-01  -5.60000e+01   6.10000e+00  
  2005         9         7        15        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.32700e+01   5.60000e-01  -6.71000e+01   5.20000e+00  
  2005         9         7        15        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        15        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        15        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.42900e+01   7.10000e-01  -1.00400e+02   1.26000e+01  
  2005         9         7        15        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.44100e+01   5.60000e-01  -6.83000e+01   6.60000e+00  
  2005         9         7        15        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.44700e+01   5.80000e-01  -7.28000e+01   3.10000e+00  
  2005         9         7        15        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.53300e+01   5.50000e-01  -7.40000e+01   4.00000e+00  
  2005         9         7        15        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.59100e+01   5.70000e-01  -8.13000e+01   9.70000e+00  
  2005         9         7        16         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.64600e+01   5.90000e-01  -7.50000e+01   6.60000e+00  
  2005         9         7        16         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.75500e+01   5.30000e-01  -8.67000e+01   3.60000e+00  
  2005         9         7        16        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.76600e+01   5.10000e-01  -8.43000e+01   4.70000e+00  
  2005         9         7        16        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.76500e+01   4.90000e-01  -1.08500e+02   5.50000e+00  
  2005         9         7        16        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.78200e+01   5.10000e-01  -7.47000e+01   9.90000e+00  
  2005         9         7        16        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.79500e+01   5.40000e-01  -8.00000e+01   3.70000e+00  
  2005         9         7        16        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.78400e+01   5.50000e-01  -7.85000e+01   3.10000e+00  
  2005         9         7        16        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.72700e+01   8.00000e-01  -7.71000e+01   5.00000e+00  
  2005         9         7        16        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.72000e+01   5.20000e-01  -7.84000e+01   3.70000e+00  
  2005         9         7        16        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.73100e+01   5.40000e-01  -8.33000e+01   4.30000e+00  
  2005         9         7        16        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.65900e+01   4.90000e-01  -7.54000e+01   5.10000e+00  
  2005         9         7        16        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.62600e+01   4.90000e-01  -7.79000e+01   5.30000e+00  
  2005         9         7        17         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.63100e+01   5.40000e-01  -8.21000e+01   5.60000e+00  
  2005         9         7        17         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.60100e+01   5.70000e-01  -8.86000e+01   4.40000e+00  
  2005         9         7        17        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.55900e+01   5.30000e-01  -9.48000e+01   3.50000e+00  
  2005         9         7        17        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.51900e+01   5.20000e-01  -8.55000e+01   5.30000e+00  
  2005         9         7        17        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   2.45100e+01   7.00000e-01  -7.88000e+01   3.80000e+00  
  2005         9         7        17        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.68600e+01   1.77000e+00  -7.28000e+01   4.30000e+00  
  2005         9         7        17        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.36900e+01   1.15000e+00  -5.78000e+01   4.40000e+00  
  2005         9         7        17        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.06300e+01   7.80000e-01  -8.95000e+01   1.07000e+01  
  2005         9         7        17        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.02300e+01   6.70000e-01  -8.62000e+01   3.40000e+00  
  2005         9         7        17        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        17        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        17        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.26300e+01   6.40000e-01  -9.05000e+01   5.00000e+00  
  2005         9         7        18         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.24700e+01   1.12000e+00  -6.24000e+01   7.30000e+00  
  2005         9         7        18         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.27500e+01   5.40000e-01  -6.27000e+01   3.90000e+00  
  2005         9         7        18        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.31200e+01   7.90000e-01  -5.62000e+01   5.40000e+00  
  2005         9         7        18        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.37300e+01   7.10000e-01  -6.14000e+01   8.80000e+00  
  2005         9         7        18        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.41000e+01   9.40000e-01  -6.07000e+01   4.20000e+00  
  2005         9         7        18        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.44200e+01   5.70000e-01  -5.23000e+01   6.40000e+00  
  2005         9         7        18        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.43000e+01   5.40000e-01  -5.10000e+01   4.90000e+00  
  2005         9         7        18        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.42900e+01   8.20000e-01  -6.62000e+01   8.30000e+00  
  2005         9         7        18        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.30100e+01   8.00000e-01  -6.57000e+01   7.30000e+00  
  2005         9         7        18        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.35600e+01   6.30000e-01  -7.82000e+01   2.90000e+00  
  2005         9         7        18        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.39700e+01   8.00000e-01  -5.40000e+01   4.70000e+00  
  2005         9         7        18        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        19         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        19         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.43100e+01   6.50000e-01  -4.07000e+01   8.00000e+00  
  2005         9         7        19        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.28100e+01   6.90000e-01  -6.65000e+01   8.30000e+00  
  2005         9         7        19        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.24000e+01   1.25000e+00  -6.51000e+01   8.10000e+00  
  2005         9         7        19        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.23600e+01   8.20000e-01  -4.83000e+01   5.70000e+00  
  2005         9         7        19        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.15000e+01   6.30000e-01  -4.31000e+01   4.30000e+00  
  2005         9         7        19        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.16500e+01   7.00000e-01  -3.07000e+01   4.40000e+00  
  2005         9         7        19        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.15600e+01   7.90000e-01   3.99000e+01   2.40000e+00  
  2005         9         7        19        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.10100e+01   7.50000e-01   7.00000e+00   8.50000e+00  
  2005         9         7        19        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.03800e+01   7.40000e-01  -2.10000e+00   1.00000e+01  
  2005         9         7        19        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   9.56000e+00   8.20000e-01  -1.93000e+01   5.90000e+00  
  2005         9         7        19        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   9.37000e+00   8.30000e-01  -3.03000e+01   8.10000e+00  
  2005         9         7        20         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   8.38000e+00   9.70000e-01  -2.72000e+01   1.00000e+01  
  2005         9         7        20         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   8.56000e+00   7.20000e-01   1.02000e+01   5.20000e+00  
  2005         9         7        20        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   1.10100e+01   1.20000e+00  -3.82000e+01   6.90000e+00  
  2005         9         7        20        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   7.52000e+00   7.80000e-01        missing       missing 
  2005         9         7        20        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        20        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        20        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        20        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00   6.78000e+00   7.20000e-01        missing       missing 
  2005         9         7        20        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        20        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        20        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        20        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        21        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22         2        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22         7        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        12        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        17        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        22        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        27        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        32        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        37        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        42        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        47        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        52        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
  2005         9         7        22        57        30    -1.19500e+01  -7.68700e+01      300.0     155.00      15.00        missing       missing       missing       missing 
